blue,green,red,nir,label
0.6266,0.4558,0.6831,0.5817,1
0.6553,0.4732,0.7235,0.7561,1
0.0692,0.0795,0.0973,0.1901,0
0.0574,0.0709,0.0887,0.1805,0
0.6262,0.4507,0.6855,0.4488,1
0.752,0.5519,0.792,0.7,1
0.6563,0.4779,0.727,0.7248,1
0.1651,0.1836,0.2137,0.2644,0
0.5952,0.4298,0.6537,0.6912,1
0.2673,0.2881,0.3225,0.3436,0
0.3313,0.357,0.3903,0.4139,0
0.1129,0.1341,0.1691,0.2397,0
0.6389,0.4587,0.6896,0.6584,1
0.1678,0.178,0.1915,0.2533,0
0.6471,0.4707,0.7172,0.618,1
0.658,0.4792,0.7266,0.7579,1
0.1945,0.2035,0.2363,0.2594,0
0.0944,0.106,0.1271,0.2143,0
0.045,0.0555,0.0709,0.1796,0
0.1387,0.1585,0.1889,0.2556,0
0.2093,0.2295,0.2694,0.2965,0
0.3237,0.3492,0.3938,0.4322,0
0.5936,0.4269,0.6501,0.6524,1
0.5943,0.4266,0.6532,0.703,1
0.1313,0.1534,0.1902,0.2504,0
0.5951,0.4263,0.652,0.6259,1
0.2893,0.3174,0.3617,0.415,0
0.1263,0.1434,0.178,0.2413,0
0.1604,0.1827,0.2125,0.2613,0
0.0639,0.0762,0.0969,0.1793,0
0.6345,0.4562,0.6867,0.6205,1
0.1084,0.1269,0.1535,0.2454,0
0.0813,0.0966,0.1167,0.1935,0
0.6487,0.4727,0.7204,0.7066,1
0.0595,0.0714,0.0869,0.1842,0
0.0979,0.113,0.1324,0.2282,0
0.6293,0.451,0.6808,0.5833,1
0.5952,0.429,0.6495,0.6287,1
0.6564,0.4738,0.7223,0.743,1
0.1964,0.2138,0.2476,0.2837,0
0.5938,0.4271,0.6517,0.6334,1
0.0925,0.1087,0.1301,0.2062,0
0.0613,0.0735,0.0962,0.1787,0
0.1081,0.1186,0.1375,0.1994,0
0.0446,0.0632,0.0798,0.196,0
0.2597,0.2738,0.2954,0.3219,0
0.6582,0.4768,0.7275,0.757,1
0.5966,0.4272,0.6515,0.6709,1
0.07,0.084,0.1012,0.2115,0
0.1205,0.135,0.1513,0.1754,0
0.124,0.1479,0.1734,0.2515,0
0.6249,0.4483,0.6832,0.6259,1
0.7868,0.5717,0.8747,0.7459,1
0.204,0.2231,0.2481,0.2837,0
0.6499,0.4717,0.7175,0.6603,1
0.5948,0.4271,0.6496,0.682,1
0.7838,0.569,0.8719,0.7122,1
0.1136,0.1298,0.1503,0.2219,0
0.0667,0.0774,0.0978,0.1677,0
0.0577,0.0688,0.0895,0.1767,0
0.105,0.1136,0.1392,0.2015,0
0.658,0.4783,0.7263,0.7547,1
0.3031,0.3363,0.3851,0.4413,0
0.6241,0.4494,0.6827,0.7022,1
0.0561,0.0677,0.0855,0.1877,0
0.1088,0.1195,0.1384,0.2312,0
0.0383,0.0532,0.0692,0.1467,0
0.7854,0.5727,0.8728,0.7243,1
0.079,0.0875,0.1087,0.2061,0
0.1304,0.1524,0.1765,0.2736,0
0.0562,0.0703,0.0864,0.1834,0
0.1288,0.1416,0.1512,0.1673,0
0.1805,0.2076,0.2473,0.2865,0
0.0932,0.1079,0.133,0.2431,0
0.2953,0.3254,0.3688,0.4206,0
0.6257,0.4499,0.6801,0.7182,1
0.6368,0.4608,0.6871,0.661,1
0.6421,0.4617,0.7,0.6994,1
0.6538,0.4743,0.7246,0.609,1
0.0642,0.0804,0.0924,0.1649,0
0.0817,0.098,0.1226,0.2195,0
0.6561,0.4773,0.7262,0.7694,1
0.6532,0.4746,0.7217,0.7555,1
0.1051,0.1147,0.1405,0.1943,0
0.6543,0.4753,0.7227,0.6354,1
0.7701,0.5569,0.8254,0.7345,1
0.0507,0.0625,0.0835,0.1871,0
0.5941,0.4266,0.6497,0.6755,1
0.1736,0.193,0.2249,0.2732,0
0.1214,0.1359,0.1563,0.2527,0
0.6381,0.4598,0.6895,0.6967,1
0.3258,0.3398,0.3696,0.3793,0
0.0673,0.0835,0.1038,0.24,0
0.6003,0.4302,0.6535,0.648,1
0.1337,0.1528,0.1881,0.2439,0
0.0756,0.0909,0.1132,0.2042,0
0.0791,0.0937,0.1148,0.1965,0
0.4615,0.4505,0.4579,0.4,1
0.0586,0.0704,0.0881,0.2194,0
0.1439,0.1562,0.187,0.2171,0
0.1162,0.1278,0.1551,0.238,0
0.0694,0.0849,0.1037,0.2352,0
0.6514,0.472,0.7227,0.7132,1
0.12,0.1313,0.1502,0.2655,0
0.5921,0.4252,0.6447,0.6634,1
0.0561,0.0694,0.0865,0.1956,0
0.5961,0.4276,0.6524,0.6218,1
0.0599,0.071,0.0878,0.1978,0
0.7821,0.5713,0.8756,0.7361,1
0.6631,0.4797,0.7302,0.7542,1
0.256,0.275,0.3046,0.3284,0
0.1541,0.1737,0.2041,0.2654,0
0.6386,0.4604,0.6885,0.6805,1
0.6498,0.473,0.7192,0.7524,1
0.1446,0.1582,0.1878,0.2396,0
0.4292,0.4276,0.4442,0.3882,1
0.5946,0.4272,0.6489,0.6045,1
0.0645,0.0765,0.092,0.2087,0
0.6598,0.4788,0.728,0.7534,1
0.5961,0.4294,0.653,0.6694,1
0.1287,0.1397,0.1713,0.2195,0
0.277,0.2981,0.3221,0.3331,0
0.6516,0.4717,0.7171,0.7648,1
0.2412,0.2642,0.3006,0.3291,0
0.6363,0.4584,0.6922,0.6788,1
0.0974,0.1203,0.1485,0.2559,0
0.6225,0.4484,0.6834,0.7134,1
0.6258,0.4502,0.6845,0.7436,1
0.1804,0.2052,0.2483,0.3031,0
0.592,0.4275,0.6511,0.7444,1
0.6497,0.4717,0.7188,0.6604,1
0.1728,0.1948,0.2341,0.2752,0
0.0556,0.0695,0.0878,0.2171,0
0.6529,0.4731,0.7233,0.6702,1
0.1443,0.1671,0.1946,0.2597,0
0.5961,0.4284,0.6517,0.7093,1
0.6571,0.4788,0.7297,0.7633,1
0.1886,0.2087,0.2469,0.2784,0
0.5962,0.427,0.6516,0.6584,1
0.0945,0.1126,0.1322,0.3062,0
0.6532,0.4737,0.7252,0.612,1
0.6509,0.4711,0.7215,0.6578,1
0.1068,0.1301,0.1537,0.2732,0
0.1328,0.1524,0.1847,0.2278,0
0.229,0.2517,0.2816,0.3186,0
0.0711,0.0821,0.1023,0.1688,0
0.6257,0.4512,0.6838,0.7097,1
0.5964,0.4302,0.6554,0.7407,1
0.0466,0.0549,0.0728,0.1642,0
0.6301,0.4525,0.6817,0.6001,1
0.1745,0.1958,0.2389,0.2817,0
0.0969,0.1111,0.1336,0.2265,0
0.1921,0.2147,0.2549,0.2868,0
0.6568,0.4788,0.7294,0.7545,1
0.3127,0.3437,0.3938,0.4352,0
0.0581,0.0712,0.0939,0.1769,0
0.7692,0.5603,0.8322,0.7451,1
0.5955,0.427,0.6506,0.4527,1
0.0702,0.0807,0.1017,0.1949,0
0.0504,0.0634,0.0771,0.2,0
0.1686,0.186,0.2151,0.3262,0
0.055,0.0667,0.083,0.1884,0
0.6237,0.4484,0.682,0.7388,1
0.6232,0.4496,0.6822,0.7305,1
0.6501,0.4736,0.7239,0.5888,1
0.0534,0.067,0.0856,0.2161,0
0.1715,0.1923,0.23,0.2619,0
0.7864,0.572,0.8648,0.7112,1
0.1956,0.2169,0.2457,0.2839,0
0.0889,0.1054,0.1295,0.2602,0
0.0492,0.0642,0.0778,0.1744,0
0.0826,0.1061,0.1234,0.2379,0
0.166,0.1862,0.219,0.2749,0
0.6531,0.4743,0.7211,0.5536,1
0.6521,0.4726,0.7186,0.4436,1
0.6502,0.4699,0.7174,0.7522,1
0.595,0.4267,0.6516,0.6408,1
0.7916,0.5737,0.8816,0.743,1
0.6555,0.4747,0.7226,0.6065,1
0.0396,0.0568,0.067,0.172,0
0.1129,0.1256,0.153,0.2187,0
0.5934,0.427,0.6509,0.6439,1
0.1973,0.2087,0.2426,0.3214,0
0.0928,0.1026,0.1336,0.2465,0
0.0612,0.0771,0.0958,0.2315,0
0.198,0.2158,0.2492,0.302,0
0.0583,0.0685,0.0867,0.1716,0
0.1572,0.173,0.2141,0.2597,0
0.787,0.5726,0.8801,0.7133,1
0.6252,0.45,0.6838,0.739,1
0.1398,0.1588,0.1923,0.244,0
0.6593,0.4793,0.7297,0.754,1
0.621,0.4481,0.6831,0.7382,1
0.6556,0.4737,0.7225,0.7678,1
0.1175,0.1368,0.1627,0.2023,0
0.1374,0.1587,0.1891,0.2523,0
0.0549,0.0686,0.0814,0.2059,0
0.1579,0.1749,0.1966,0.2929,0
0.6489,0.4708,0.7219,0.6442,1
0.2736,0.284,0.3073,0.3292,0
0.5917,0.4267,0.6505,0.6226,1
0.1312,0.1536,0.1832,0.2582,0
0.1673,0.183,0.2162,0.302,0
0.5905,0.4265,0.6504,0.5567,1
0.592,0.4271,0.6496,0.7258,1
0.0419,0.0529,0.0708,0.1603,0
0.0858,0.1081,0.1277,0.2653,0
0.118,0.1328,0.1568,0.221,0
0.0582,0.0764,0.091,0.1835,0
0.2135,0.229,0.2651,0.284,0
0.3064,0.3387,0.3878,0.4251,0
0.7774,0.5679,0.872,0.7447,1
0.6219,0.4467,0.6814,0.7431,1
0.7807,0.5683,0.8745,0.7503,1
0.6523,0.4735,0.7241,0.7074,1
0.6551,0.4739,0.7225,0.6842,1
0.211,0.2354,0.2704,0.3234,0
0.1542,0.1649,0.1922,0.2345,0
0.5969,0.4271,0.6515,0.6755,1
0.592,0.4259,0.6496,0.6904,1
0.634,0.4582,0.7021,0.5861,1
0.6254,0.4537,0.6821,0.5938,1
0.0837,0.098,0.1164,0.2428,0
0.7855,0.5733,0.8795,0.7773,1
0.0317,0.0445,0.0585,0.1559,0
0.0868,0.1051,0.1242,0.2273,0
0.6479,0.468,0.7136,0.7644,1
0.0766,0.0843,0.0951,0.2225,0
0.0626,0.0734,0.0932,0.1891,0
0.1142,0.1306,0.1544,0.2287,0
0.1664,0.1893,0.2276,0.2573,0
0.6522,0.4718,0.7179,0.4481,1
0.1202,0.1376,0.1618,0.2165,0
0.0479,0.0621,0.0798,0.2201,0
0.1555,0.1705,0.1996,0.2546,0
0.0797,0.0877,0.1101,0.2033,0
0.5955,0.4283,0.6523,0.7479,1
0.3238,0.3468,0.3835,0.4155,0
0.0543,0.0688,0.0863,0.1797,0
0.0695,0.0787,0.0975,0.1828,0
0.5958,0.4291,0.6503,0.7294,1
0.1995,0.2255,0.2558,0.2953,0
0.1117,0.1319,0.1595,0.2616,0
0.6413,0.4609,0.6912,0.71,1
0.0765,0.0838,0.1041,0.1928,0
0.06,0.068,0.0801,0.1628,0
0.6482,0.4705,0.7174,0.6471,1
0.1986,0.217,0.2544,0.2818,0
0.5988,0.4293,0.6518,0.7092,1
0.6264,0.4514,0.6796,0.7107,1
0.1444,0.162,0.191,0.2861,0
0.7853,0.5699,0.8746,0.7183,1
0.655,0.4736,0.7234,0.5046,1
0.6634,0.4801,0.7309,0.7608,1
0.0624,0.0749,0.0901,0.2445,0
0.0443,0.0585,0.0771,0.1852,0
0.6502,0.4742,0.7236,0.7071,1
0.5939,0.4273,0.6515,0.6481,1
0.6591,0.4768,0.7264,0.764,1
0.6608,0.4792,0.7294,0.7404,1
0.6232,0.447,0.6793,0.6892,1
0.5937,0.4266,0.652,0.6475,1
0.6555,0.4738,0.724,0.7082,1
0.3148,0.3392,0.3726,0.4011,0
0.1242,0.1384,0.1612,0.2136,0
0.6226,0.4468,0.678,0.6168,1
0.1295,0.137,0.1496,0.1732,0
0.7852,0.5698,0.8735,0.7204,1
0.646,0.4703,0.7142,0.6041,1
0.1429,0.1644,0.1974,0.2677,0
0.0497,0.0622,0.0782,0.1938,0
0.1728,0.1818,0.2066,0.2211,0
0.0754,0.0856,0.1041,0.2208,0
0.5923,0.4245,0.6503,0.675,1
0.0634,0.0768,0.0995,0.1953,0
0.594,0.4304,0.6532,0.6488,1
0.5994,0.4316,0.6565,0.667,1
0.6551,0.4761,0.7276,0.7583,1
0.0491,0.0605,0.0749,0.1705,0
0.7663,0.5541,0.8189,0.7272,1
0.6509,0.4722,0.72,0.6843,1
0.5905,0.4257,0.6475,0.6963,1
0.7725,0.5625,0.8328,0.6956,1
0.1982,0.2107,0.2422,0.2831,0
0.1245,0.1399,0.1674,0.2399,0
0.3266,0.3515,0.3818,0.4037,0
0.654,0.4768,0.7241,0.7508,1
0.2311,0.252,0.3027,0.3417,0
0.3388,0.3693,0.4082,0.4627,0
0.7869,0.5719,0.8719,0.7043,1
0.0484,0.064,0.0771,0.1892,0
0.6554,0.4748,0.7215,0.7379,1
0.051,0.0603,0.0718,0.1777,0
0.7702,0.5757,0.8347,0.6953,1
0.6593,0.4776,0.7286,0.7518,1
0.0606,0.0726,0.0881,0.1804,0
0.2238,0.2521,0.2934,0.3296,0
0.6508,0.4744,0.7219,0.6982,1
0.0769,0.09,0.1117,0.2232,0
0.168,0.187,0.224,0.2724,0
0.06,0.0693,0.0868,0.187,0
0.1446,0.1639,0.1885,0.3047,0
0.1625,0.1774,0.2066,0.2623,0
0.0547,0.0674,0.0878,0.221,0
0.3242,0.3471,0.3884,0.4368,0
0.0574,0.071,0.0905,0.1797,0
0.1881,0.2078,0.2405,0.2762,0
0.6589,0.4806,0.7318,0.7294,1
0.614,0.4602,0.677,0.5291,1
0.6213,0.4474,0.6782,0.7094,1
0.1496,0.1722,0.1996,0.269,0
0.6474,0.4687,0.7185,0.7163,1
0.6264,0.45,0.683,0.5061,1
0.5913,0.4251,0.6488,0.6859,1
0.1478,0.1595,0.1821,0.19,0
0.6339,0.4578,0.6887,0.698,1
0.2555,0.2756,0.3121,0.3423,0
0.6279,0.448,0.6824,0.6934,1
0.3245,0.3531,0.3977,0.4552,0
0.0598,0.0734,0.097,0.1725,0
0.1329,0.1432,0.1705,0.2267,0
0.0499,0.0655,0.0832,0.1805,0
0.5964,0.4281,0.6534,0.4686,1
0.0347,0.0424,0.0536,0.0842,0
0.2951,0.3159,0.3443,0.3738,0
0.625,0.4481,0.6844,0.7406,1
0.0607,0.0689,0.0863,0.1723,0
0.165,0.1855,0.2217,0.2627,0
0.1887,0.2137,0.246,0.2801,0
0.2335,0.2514,0.2964,0.3007,0
0.6513,0.471,0.7169,0.7672,1
0.157,0.1821,0.2157,0.2913,0
0.633,0.4549,0.6875,0.6618,1
0.6213,0.4505,0.6821,0.6943,1
0.6547,0.4748,0.7239,0.763,1
0.2998,0.3188,0.3486,0.3574,0
0.1664,0.1837,0.211,0.2954,0
0.6493,0.4711,0.7178,0.772,1
0.623,0.4481,0.6839,0.7143,1
0.045,0.058,0.0737,0.1612,0
0.6524,0.4732,0.7265,0.741,1
0.2929,0.3168,0.3501,0.3637,0
0.5912,0.4272,0.6479,0.7231,1
0.2531,0.2755,0.2945,0.3325,0
0.6581,0.4764,0.7263,0.76,1
0.1405,0.1534,0.1873,0.2642,0
0.0535,0.0638,0.0777,0.1658,0
0.0532,0.0664,0.0846,0.2278,0
0.6526,0.4744,0.723,0.6363,1
0.1063,0.1226,0.1414,0.2373,0
0.6545,0.4762,0.7257,0.7483,1
0.2113,0.2329,0.2611,0.3001,0
0.1195,0.1343,0.1552,0.2284,0
0.654,0.4743,0.7256,0.6879,1
0.5929,0.4257,0.6499,0.6357,1
0.6246,0.4482,0.682,0.7245,1
0.0949,0.1186,0.1452,0.2417,0
0.6295,0.4534,0.6827,0.7427,1
0.6565,0.4757,0.7274,0.7659,1
0.1337,0.1468,0.178,0.2391,0
0.2908,0.3057,0.3313,0.3501,0
0.6565,0.4749,0.7254,0.7375,1
0.656,0.4738,0.7227,0.6851,1
0.1713,0.1774,0.1942,0.2016,0
0.1863,0.2026,0.2275,0.2807,0
0.0886,0.1066,0.1271,0.2326,0
0.107,0.122,0.1514,0.229,0
0.65,0.4722,0.7194,0.6699,1
0.1465,0.1654,0.1922,0.2626,0
0.0881,0.1024,0.1222,0.2044,0
0.0516,0.0628,0.0824,0.1713,0
0.1121,0.1329,0.1651,0.2448,0
0.5952,0.4281,0.6515,0.6524,1
0.6513,0.4741,0.7218,0.6345,1
0.5958,0.4272,0.652,0.656,1
0.0586,0.0804,0.0996,0.2046,0
0.1486,0.1638,0.1981,0.2702,0
0.6538,0.4751,0.7266,0.7557,1
0.2762,0.3002,0.3249,0.345,0
0.154,0.1624,0.1842,0.2026,0
0.6545,0.4756,0.7273,0.7611,1
0.1501,0.1623,0.1907,0.2717,0
0.7689,0.5581,0.8313,0.7503,1
0.3428,0.3693,0.4091,0.4567,0
0.0635,0.0723,0.0965,0.1804,0
0.5936,0.4274,0.6509,0.6624,1
0.6532,0.4738,0.7234,0.642,1
0.6472,0.4694,0.7124,0.7234,1
0.3899,0.3928,0.4107,0.3671,1
0.6484,0.4696,0.7197,0.7244,1
0.1191,0.1432,0.1729,0.2289,0
0.1034,0.1194,0.1427,0.2073,0
0.1837,0.2086,0.2405,0.3014,0
0.0477,0.0564,0.0715,0.177,0
0.0904,0.0976,0.1206,0.1996,0
0.5954,0.4287,0.6536,0.6474,1
0.7883,0.5731,0.8634,0.729,1
0.0401,0.0532,0.0657,0.1454,0
0.1422,0.1563,0.1686,0.2182,0
0.1184,0.1278,0.153,0.201,0
0.1495,0.1663,0.2015,0.2841,0
0.3068,0.3294,0.3566,0.38,0
0.6527,0.4728,0.7218,0.7497,1
0.0935,0.1067,0.1324,0.2214,0
0.5982,0.428,0.653,0.662,1
0.6563,0.4758,0.7235,0.7409,1
0.0607,0.0751,0.0931,0.2066,0
0.6544,0.4752,0.7267,0.7746,1
0.787,0.5739,0.8783,0.7553,1
0.1581,0.1645,0.1844,0.1819,0
0.1782,0.1971,0.2409,0.2998,0
0.0623,0.0737,0.093,0.1981,0
0.5972,0.4288,0.6536,0.7221,1
0.2027,0.2169,0.2566,0.2878,0
0.226,0.2466,0.283,0.3309,0
0.0651,0.0815,0.1005,0.1863,0
0.1676,0.1817,0.1905,0.3069,0
0.5961,0.4282,0.6512,0.7145,1
0.1484,0.165,0.1978,0.2625,0
0.1297,0.1514,0.1792,0.236,0
0.6199,0.4454,0.6809,0.7089,1
0.3234,0.352,0.395,0.446,0
0.6261,0.4484,0.6789,0.6887,1
0.0755,0.0871,0.1105,0.2041,0
0.6568,0.4765,0.7263,0.7357,1
0.0469,0.0583,0.0735,0.159,0
0.1347,0.1529,0.1821,0.2585,0
0.7824,0.572,0.8736,0.7115,1
0.5906,0.4255,0.6476,0.6876,1
0.1988,0.2197,0.2533,0.2868,0
0.654,0.4725,0.7233,0.7601,1
0.0558,0.0695,0.0865,0.1774,0
0.1302,0.1538,0.1846,0.2445,0
0.2551,0.2784,0.313,0.3618,0
0.3295,0.3602,0.4087,0.4493,0
0.7874,0.5732,0.8794,0.7178,1
0.656,0.4747,0.7223,0.7497,1
0.0416,0.0555,0.0718,0.1412,0
0.1121,0.1253,0.1461,0.2598,0
0.7859,0.5721,0.8717,0.7067,1
0.0542,0.0666,0.0827,0.206,0
0.171,0.1903,0.2252,0.2842,0
0.6211,0.4489,0.6802,0.7279,1
0.0989,0.1146,0.1371,0.2229,0
0.6588,0.479,0.7291,0.7099,1
0.0652,0.075,0.0957,0.1637,0
0.5962,0.4284,0.6531,0.7039,1
0.0602,0.0788,0.0946,0.2166,0
0.7819,0.5723,0.8784,0.7963,1
0.0475,0.0628,0.0783,0.1905,0
0.1089,0.1263,0.1506,0.2283,0
0.5925,0.4257,0.6508,0.6749,1
0.6313,0.4556,0.687,0.6158,1
0.1153,0.1455,0.1765,0.2499,0
0.1467,0.1599,0.1892,0.2952,0
0.1612,0.1753,0.2118,0.2347,0
0.3065,0.3347,0.3779,0.4395,0
0.1709,0.19,0.2193,0.252,0
0.6235,0.4473,0.6832,0.7241,1
0.651,0.4705,0.7182,0.6423,1
0.1694,0.1886,0.2149,0.27,0
0.08,0.0907,0.1137,0.1801,0
0.0875,0.0961,0.1102,0.1658,0
0.1043,0.1201,0.1439,0.2372,0
0.3111,0.3327,0.3581,0.3833,0
0.1738,0.1935,0.2243,0.2752,0
0.5915,0.4262,0.6473,0.6825,1
0.1015,0.1163,0.1372,0.2381,0
0.0668,0.0748,0.0978,0.1722,0
0.0526,0.0626,0.0797,0.1968,0
0.3237,0.3427,0.3666,0.3826,0
0.6507,0.4729,0.7207,0.6187,1
0.0429,0.056,0.0723,0.1672,0
0.0684,0.0852,0.104,0.2131,0
0.1783,0.1925,0.2175,0.2705,0
0.0464,0.0622,0.0799,0.2056,0
0.6563,0.4767,0.7265,0.7413,1
0.1212,0.1315,0.1593,0.264,0
0.6525,0.4721,0.7196,0.6353,1
0.6289,0.4564,0.662,0.5605,1
0.1164,0.1235,0.1477,0.2147,0
0.6216,0.4483,0.6801,0.7172,1
0.0817,0.0969,0.1177,0.2033,0
0.2958,0.3191,0.3576,0.3773,0
0.6617,0.4812,0.731,0.7536,1
0.6503,0.472,0.7183,0.7187,1
0.6202,0.448,0.6813,0.7262,1
0.1018,0.1213,0.1445,0.2705,0
0.5947,0.428,0.649,0.5295,1
0.0973,0.1156,0.1404,0.2314,0
0.109,0.1346,0.1608,0.2607,0
0.0711,0.085,0.1083,0.179,0
0.598,0.4304,0.6555,0.7268,1
0.138,0.1529,0.181,0.2299,0
0.5979,0.4306,0.6542,0.7445,1
0.6251,0.4517,0.6844,0.6654,1
0.6351,0.4617,0.6868,0.654,1
0.198,0.2121,0.2547,0.2752,0
0.0614,0.0712,0.0868,0.1964,0
0.6192,0.4457,0.6796,0.7208,1
0.6547,0.4758,0.727,0.7584,1
0.1228,0.1361,0.1649,0.2446,0
0.6507,0.4736,0.7213,0.7481,1
0.5964,0.4293,0.6521,0.6878,1
0.0507,0.0642,0.081,0.1704,0
0.0492,0.0634,0.0775,0.2212,0
0.6529,0.4741,0.72,0.7556,1
0.6582,0.4775,0.7285,0.7469,1
0.1622,0.1834,0.211,0.2674,0
0.4243,0.4204,0.4647,0.4517,1
0.6533,0.474,0.7226,0.7496,1
0.2928,0.3164,0.3537,0.3672,0
0.1491,0.1688,0.1993,0.2515,0
0.1037,0.1151,0.137,0.2179,0
0.6566,0.4759,0.7218,0.71,1
0.6332,0.4571,0.687,0.6707,1
0.6471,0.4695,0.7146,0.6965,1
0.6595,0.4779,0.7299,0.7687,1
0.0464,0.0577,0.0745,0.1787,0
0.6237,0.4489,0.682,0.7401,1
0.1745,0.1992,0.2385,0.2811,0
0.6445,0.4678,0.7167,0.7096,1
0.6219,0.4483,0.6833,0.7364,1
0.6451,0.4665,0.6749,0.5564,1
0.6348,0.4596,0.6983,0.5788,1
0.1401,0.1626,0.1942,0.2771,0
0.0781,0.0892,0.1123,0.1907,0
0.7844,0.5764,0.8456,0.6795,1
0.6268,0.4496,0.6809,0.7067,1
0.6611,0.4788,0.7317,0.7612,1
0.1555,0.1598,0.1716,0.1898,0
0.6442,0.4671,0.7159,0.7352,1
0.0812,0.0955,0.1157,0.2092,0
0.6204,0.4488,0.6799,0.5356,1
0.3293,0.3535,0.3968,0.4416,0
0.0927,0.1073,0.1233,0.267,0
0.7848,0.5739,0.8734,0.7437,1
0.6011,0.4317,0.6532,0.7178,1
0.5983,0.4269,0.6548,0.6593,1
0.6465,0.4703,0.7174,0.5964,1
0.5926,0.4277,0.6508,0.6975,1
0.1337,0.1575,0.1918,0.2629,0
0.0612,0.0734,0.0939,0.1833,0
0.1911,0.2129,0.2485,0.2807,0
0.1295,0.1366,0.1619,0.2587,0
0.6462,0.4688,0.718,0.7241,1
0.0515,0.0639,0.0805,0.1838,0
0.1001,0.1155,0.1354,0.2414,0
0.6299,0.455,0.6841,0.7082,1
0.6556,0.477,0.7245,0.7681,1
0.6567,0.4764,0.7258,0.7663,1
0.3544,0.368,0.4007,0.4111,0
0.4438,0.4261,0.4346,0.3807,1
0.108,0.1215,0.1469,0.2173,0
0.0459,0.0577,0.0705,0.1589,0
0.5961,0.4284,0.6508,0.5661,1
0.6487,0.4707,0.7184,0.7275,1
0.2536,0.2643,0.2951,0.3223,0
0.0775,0.0927,0.114,0.2362,0
0.6292,0.453,0.682,0.6395,1
0.656,0.4742,0.7239,0.7613,1
0.1512,0.1718,0.1976,0.2578,0
0.6557,0.4748,0.7233,0.7611,1
0.0481,0.0612,0.0758,0.1826,0
0.1327,0.1512,0.1833,0.2873,0
0.6243,0.4481,0.6791,0.6771,1
0.4028,0.3942,0.4229,0.4345,1
0.1077,0.1256,0.1493,0.2778,0
0.0502,0.0576,0.0746,0.1712,0
0.6629,0.4805,0.7306,0.7408,1
0.6266,0.4478,0.683,0.6178,1
0.6487,0.4697,0.7154,0.7617,1
0.1497,0.17,0.2033,0.266,0
0.659,0.479,0.7269,0.7281,1
0.0953,0.1115,0.1366,0.202,0
0.5927,0.4252,0.6481,0.6492,1
0.0655,0.078,0.0949,0.2106,0
0.6252,0.4507,0.6814,0.7191,1
0.6575,0.4762,0.7274,0.7498,1
0.0697,0.09,0.11,0.2283,0
0.3312,0.3598,0.4087,0.4384,0
0.6534,0.4735,0.7256,0.7382,1
0.047,0.0606,0.0791,0.1747,0
0.075,0.0854,0.1059,0.1914,0
0.6552,0.4758,0.7261,0.724,1
0.6563,0.4754,0.7236,0.775,1
0.1333,0.1477,0.1751,0.2378,0
0.1402,0.1581,0.1801,0.2455,0
0.6517,0.4725,0.72,0.7626,1
0.6239,0.4478,0.6808,0.738,1
0.5958,0.4309,0.6538,0.635,1
0.6593,0.4768,0.7274,0.7563,1
0.0337,0.0438,0.0568,0.1511,0
0.6503,0.4705,0.7198,0.6573,1
0.4162,0.4059,0.4249,0.3376,1
0.1882,0.216,0.243,0.279,0
0.0318,0.0482,0.0597,0.1664,0
0.4557,0.4356,0.4794,0.3987,1
0.1118,0.1154,0.1342,0.1554,0
0.1789,0.1997,0.2438,0.2906,0
0.6529,0.4737,0.7199,0.6955,1
0.1874,0.2083,0.2446,0.2781,0
0.0548,0.067,0.0854,0.1793,0
0.6521,0.4717,0.7198,0.6429,1
0.6233,0.4481,0.6827,0.6642,1
0.0585,0.0743,0.0933,0.1801,0
0.0696,0.0828,0.1028,0.194,0
0.0727,0.0824,0.0999,0.1677,0
0.6499,0.4704,0.7194,0.7509,1
0.0405,0.0537,0.065,0.1649,0
0.7847,0.5722,0.874,0.719,1
0.7884,0.5721,0.8797,0.7555,1
0.0469,0.0592,0.0768,0.184,0
0.168,0.1824,0.2099,0.2669,0
0.0482,0.0602,0.0776,0.1664,0
0.2067,0.218,0.2521,0.2922,0
0.5937,0.4263,0.6524,0.656,1
0.0859,0.1015,0.1239,0.2068,0
0.1883,0.209,0.2526,0.272,0
0.6547,0.4741,0.7212,0.6841,1
0.1298,0.1472,0.1737,0.2439,0
0.1618,0.1823,0.2209,0.2669,0
0.218,0.2429,0.2857,0.313,0
0.0984,0.1087,0.1333,0.2304,0
0.5987,0.4262,0.6464,0.7049,1
0.595,0.428,0.6521,0.6834,1
0.6371,0.4612,0.6896,0.684,1
0.2049,0.2361,0.285,0.3311,0
0.144,0.1589,0.1847,0.2252,0
0.1506,0.1707,0.2043,0.2512,0
0.1231,0.1373,0.1675,0.237,0
0.0975,0.1004,0.1255,0.1798,0
0.1023,0.1246,0.1484,0.2355,0
0.0519,0.0673,0.0789,0.1807,0
0.5957,0.4304,0.6533,0.7159,1
0.6517,0.4744,0.7241,0.6262,1
0.5936,0.4281,0.6529,0.663,1
0.6602,0.4778,0.7267,0.7569,1
0.1465,0.1715,0.2087,0.2709,0
0.0647,0.0808,0.1063,0.175,0
0.0523,0.0662,0.0827,0.1648,0
0.6557,0.4744,0.7261,0.7231,1
0.6474,0.468,0.7201,0.7679,1
0.103,0.1248,0.1532,0.2654,0
0.7222,0.5682,0.7956,0.6926,1
0.0627,0.077,0.0959,0.2417,0
0.2926,0.3122,0.3468,0.3764,0
0.6394,0.4318,0.6161,0.4642,1
