blue,green,red,nir,label
0.1358,0.1548,0.1768,0.2552,0
0.5905,0.4267,0.6486,0.5359,1
0.6528,0.4744,0.721,0.701,1
0.0702,0.0803,0.1043,0.2018,0
0.1892,0.2138,0.2499,0.2978,0
0.6382,0.4595,0.6898,0.6994,1
0.0663,0.085,0.1095,0.2103,0
0.5957,0.4266,0.6493,0.7099,1
0.5098,0.4605,0.5223,0.4905,1
0.651,0.4725,0.7202,0.7136,1
0.658,0.4765,0.7234,0.7742,1
0.6226,0.4496,0.6833,0.7372,1
0.6462,0.4698,0.7184,0.6611,1
0.6517,0.4732,0.7218,0.6989,1
0.3601,0.3844,0.4153,0.4416,0
0.6496,0.4719,0.7194,0.7633,1
0.5916,0.4254,0.6474,0.3637,1
0.6498,0.4716,0.7215,0.5735,1
0.5962,0.4271,0.6529,0.7297,1
0.2799,0.2974,0.3195,0.3552,0
0.4862,0.4613,0.4753,0.4145,1
0.6529,0.4737,0.7219,0.6491,1
0.3726,0.3715,0.3818,0.3567,1
0.1535,0.1771,0.2075,0.2752,0
0.0804,0.0981,0.1238,0.2245,0
0.0555,0.0655,0.0822,0.1948,0
0.3137,0.3302,0.3591,0.3733,0
0.6558,0.4771,0.7268,0.7341,1
0.1499,0.1747,0.2012,0.3267,0
0.6234,0.4488,0.6839,0.736,1
0.6388,0.4604,0.692,0.6568,1
0.0847,0.0898,0.1068,0.2061,0
0.1282,0.1421,0.1657,0.2462,0
0.6485,0.471,0.7146,0.7426,1
0.6543,0.4737,0.7274,0.7394,1
0.1086,0.1214,0.1491,0.2251,0
0.1577,0.1811,0.2218,0.2668,0
0.7779,0.5674,0.8686,0.7297,1
0.0685,0.0856,0.1046,0.1911,0
0.1313,0.1472,0.1789,0.2132,0
0.0396,0.0548,0.0709,0.1863,0
0.1202,0.1352,0.156,0.2381,0
0.6539,0.4769,0.7269,0.7484,1
0.296,0.3175,0.3573,0.3607,0
0.0606,0.072,0.0897,0.2068,0
0.1615,0.178,0.2161,0.2814,0
0.2375,0.2603,0.2867,0.3329,0
0.0531,0.0702,0.0872,0.1988,0
0.2466,0.2706,0.307,0.3468,0
0.6366,0.4602,0.6925,0.6526,1
0.5922,0.4269,0.6511,0.7049,1
0.0824,0.0973,0.1215,0.2595,0
0.1309,0.1369,0.1491,0.167,0
0.0718,0.0845,0.1032,0.1883,0
0.7676,0.5543,0.8227,0.7481,1
0.1803,0.1984,0.2268,0.2781,0
0.0657,0.0776,0.0941,0.1706,0
0.6525,0.4725,0.722,0.6704,1
0.6463,0.471,0.7176,0.6576,1
0.594,0.4276,0.6533,0.6254,1
0.5983,0.4298,0.6533,0.7215,1
0.6561,0.477,0.7276,0.7671,1
0.2431,0.2649,0.3004,0.32,0
0.0566,0.0658,0.0783,0.1974,0
0.045,0.0573,0.0725,0.1619,0
0.0403,0.0547,0.0682,0.1792,0
0.1148,0.135,0.1553,0.2369,0
0.5979,0.4311,0.6546,0.6426,1
0.0543,0.0617,0.0786,0.1656,0
0.59,0.4266,0.647,0.6672,1
0.6496,0.4704,0.7187,0.708,1
0.229,0.2524,0.2894,0.317,0
0.1043,0.119,0.1412,0.2,0
0.304,0.3219,0.3586,0.3584,0
0.5952,0.4275,0.6522,0.6772,1
0.5911,0.4265,0.6474,0.6728,1
0.7864,0.5722,0.8771,0.7379,1
0.0754,0.0904,0.108,0.1758,0
0.6599,0.4784,0.7309,0.7651,1
0.1629,0.1737,0.201,0.248,0
0.1328,0.1389,0.1558,0.1807,0
0.0514,0.062,0.0772,0.16,0
0.7692,0.5705,0.8171,0.696,1
0.1185,0.1305,0.1568,0.2007,0
0.6481,0.4706,0.7183,0.7494,1
0.6223,0.4483,0.6774,0.7214,1
0.1548,0.1764,0.2142,0.2678,0
0.6513,0.4726,0.7221,0.6404,1
0.5949,0.4288,0.6523,0.7035,1
0.1055,0.1305,0.155,0.2413,0
0.5954,0.4306,0.655,0.6962,1
0.6325,0.4586,0.697,0.6117,1
0.0493,0.0627,0.0791,0.1724,0
0.1012,0.1195,0.1416,0.2281,0
0.6525,0.4714,0.7216,0.6149,1
0.6508,0.4721,0.7211,0.5161,1
0.6561,0.4752,0.724,0.5884,1
0.6504,0.4694,0.7182,0.6455,1
0.0678,0.0801,0.0998,0.1964,0
0.6503,0.4695,0.7183,0.7067,1
0.6541,0.4744,0.7222,0.6108,1
0.0808,0.1041,0.1261,0.2395,0
0.7842,0.5745,0.8655,0.726,1
0.0809,0.1003,0.1228,0.208,0
0.1353,0.1642,0.1907,0.2538,0
0.2022,0.2237,0.2627,0.2949,0
0.0519,0.0691,0.0862,0.2223,0
0.1486,0.1595,0.175,0.1921,0
0.147,0.1589,0.1774,0.2361,0
0.0666,0.0735,0.0896,0.1752,0
0.6518,0.4715,0.7219,0.7097,1
0.1634,0.1836,0.2211,0.2713,0
0.0726,0.0882,0.1123,0.2136,0
0.623,0.4492,0.6815,0.6008,1
0.0609,0.0705,0.0897,0.1786,0
0.3182,0.3366,0.367,0.3944,0
0.2822,0.2995,0.3287,0.3433,0
0.6607,0.4776,0.7272,0.7135,1
0.5967,0.429,0.6545,0.6029,1
0.5923,0.4264,0.6482,0.7119,1
0.0651,0.0756,0.0979,0.1718,0
0.6548,0.4738,0.7215,0.5624,1
0.5943,0.4296,0.656,0.7145,1
0.2234,0.2412,0.2773,0.3055,0
0.1014,0.1183,0.142,0.2431,0
0.067,0.0772,0.0958,0.1795,0
0.1374,0.1538,0.183,0.2267,0
0.6607,0.4809,0.7321,0.7244,1
0.3036,0.3279,0.3668,0.4353,0
0.1571,0.1779,0.1955,0.2385,0
0.1501,0.1678,0.205,0.2809,0
0.6539,0.4735,0.7262,0.741,1
0.0657,0.0759,0.0929,0.1387,0
0.0313,0.0461,0.0574,0.1321,0
0.1463,0.1648,0.1972,0.3047,0
0.597,0.4288,0.6524,0.6784,1
0.1139,0.1252,0.1506,0.198,0
0.0588,0.0727,0.0898,0.1905,0
0.6547,0.4749,0.7243,0.6956,1
0.0497,0.065,0.0838,0.1738,0
0.0562,0.0698,0.091,0.1888,0
0.7817,0.5674,0.865,0.7093,1
0.5942,0.4285,0.6507,0.675,1
0.6585,0.4772,0.7269,0.7551,1
0.1273,0.1469,0.1847,0.2299,0
0.0387,0.0502,0.0639,0.1428,0
0.1309,0.1478,0.1782,0.2459,0
0.0625,0.075,0.0943,0.1822,0
0.6522,0.4737,0.723,0.737,1
0.1513,0.1662,0.1996,0.2513,0
0.659,0.4778,0.7275,0.7427,1
0.607,0.4978,0.7047,0.5529,1
0.2143,0.2317,0.267,0.277,0
0.1583,0.1829,0.2105,0.3254,0
0.3233,0.3502,0.3969,0.4325,0
0.6221,0.4488,0.6822,0.7337,1
0.6612,0.4806,0.7321,0.7363,1
0.7882,0.5766,0.8692,0.7024,1
0.5949,0.4287,0.6503,0.6235,1
0.0714,0.0898,0.1062,0.2334,0
0.1865,0.2193,0.2509,0.332,0
0.0542,0.0687,0.0817,0.1956,0
0.1257,0.1427,0.1743,0.2511,0
0.7868,0.5721,0.8766,0.7653,1
0.0612,0.0738,0.0922,0.1914,0
0.6258,0.451,0.6788,0.6158,1
0.158,0.1718,0.1964,0.2511,0
0.0575,0.0725,0.0923,0.2098,0
0.0319,0.0438,0.0561,0.1378,0
0.5926,0.4272,0.6514,0.6624,1
0.6369,0.4587,0.6842,0.5945,1
0.1705,0.1788,0.2139,0.2546,0
0.7804,0.5715,0.8638,0.696,1
0.2052,0.2277,0.2664,0.2841,0
0.6563,0.4765,0.7273,0.7514,1
0.2332,0.2532,0.2809,0.3117,0
0.1712,0.1845,0.2154,0.254,0
0.5936,0.4265,0.6508,0.6186,1
0.6264,0.4499,0.6859,0.5186,1
0.068,0.084,0.1043,0.1983,0
0.1004,0.1061,0.1343,0.2133,0
0.6563,0.4786,0.7302,0.7728,1
0.5933,0.4256,0.6462,0.6881,1
0.6528,0.4726,0.7213,0.7736,1
0.626,0.4485,0.6795,0.7213,1
0.6496,0.4703,0.7185,0.7653,1
0.6247,0.4486,0.6853,0.7364,1
0.2009,0.2181,0.2497,0.2753,0
0.1015,0.1203,0.1419,0.2648,0
0.0587,0.0732,0.0923,0.1815,0
0.2186,0.2376,0.2621,0.2906,0
0.665,0.482,0.7331,0.7548,1
0.5942,0.427,0.6505,0.6681,1
0.6526,0.4744,0.7251,0.7065,1
0.7758,0.5714,0.8379,0.693,1
0.6546,0.4742,0.7222,0.6412,1
0.3505,0.3737,0.4194,0.4471,0
0.0838,0.091,0.106,0.1843,0
0.1525,0.1627,0.1875,0.2052,0
0.649,0.4703,0.7208,0.623,1
0.6348,0.462,0.6996,0.6456,1
0.0951,0.1183,0.1345,0.23,0
0.1848,0.1973,0.2305,0.257,0
0.1352,0.1541,0.1836,0.269,0
0.6214,0.4493,0.682,0.7352,1
0.2815,0.3158,0.365,0.4326,0
0.0492,0.0646,0.0795,0.1777,0
0.6428,0.4654,0.7038,0.6757,1
0.1447,0.1583,0.1919,0.2489,0
0.1502,0.1709,0.2081,0.2574,0
0.1681,0.1879,0.2256,0.2771,0
0.6527,0.4731,0.7224,0.7154,1
0.653,0.4733,0.7236,0.7664,1
0.6513,0.4699,0.7188,0.6053,1
0.0532,0.0657,0.0818,0.201,0
0.6361,0.4591,0.7005,0.5902,1
0.2477,0.2742,0.3024,0.3319,0
0.0833,0.0985,0.114,0.1963,0
0.045,0.0589,0.0747,0.1772,0
0.5944,0.4276,0.6508,0.6487,1
0.2518,0.2791,0.3076,0.3456,0
0.0453,0.0529,0.0639,0.1514,0
0.1568,0.1703,0.1978,0.3038,0
0.0862,0.0987,0.1176,0.2048,0
0.0542,0.0687,0.0846,0.193,0
0.5987,0.4292,0.6507,0.6918,1
0.1455,0.1608,0.189,0.2611,0
0.1175,0.1391,0.1691,0.2512,0
0.0488,0.0608,0.0762,0.1722,0
0.6518,0.4711,0.7223,0.6233,1
0.6206,0.4472,0.6812,0.7292,1
0.0958,0.1107,0.1354,0.2071,0
0.0363,0.0512,0.0658,0.1462,0
0.6081,0.4343,0.6575,0.7104,1
0.1431,0.1639,0.1985,0.2512,0
0.1135,0.1285,0.162,0.2303,0
0.0651,0.0764,0.0956,0.1678,0
0.6575,0.4754,0.7275,0.7558,1
0.096,0.1122,0.1395,0.2122,0
0.6224,0.448,0.6823,0.7117,1
0.0461,0.0609,0.078,0.1272,0
0.2568,0.2767,0.308,0.3764,0
0.1372,0.1546,0.1791,0.2223,0
0.6345,0.4571,0.6877,0.6707,1
0.2216,0.2375,0.2636,0.3068,0
0.5946,0.4264,0.6493,0.6492,1
0.6538,0.4743,0.7238,0.6341,1
0.3294,0.3552,0.4026,0.4415,0
0.6351,0.4591,0.6996,0.5737,1
0.6554,0.4729,0.7234,0.727,1
0.6565,0.4774,0.7252,0.767,1
0.1492,0.1662,0.2019,0.2627,0
0.365,0.3647,0.3963,0.376,0
0.0665,0.0786,0.0949,0.1837,0
0.0473,0.0603,0.0802,0.1587,0
0.6572,0.4779,0.7294,0.7235,1
0.1868,0.2082,0.2405,0.3026,0
0.0537,0.062,0.0732,0.118,0
0.127,0.1395,0.1684,0.2567,0
0.1577,0.1871,0.2156,0.2844,0
0.5939,0.425,0.6505,0.6581,1
0.194,0.2113,0.2489,0.2911,0
0.5948,0.4277,0.6509,0.6531,1
0.0484,0.0616,0.0768,0.1985,0
0.055,0.0676,0.0865,0.1686,0
0.5926,0.4285,0.6525,0.7292,1
0.0641,0.0821,0.0974,0.1808,0
0.6526,0.4743,0.7233,0.6849,1
0.2041,0.2283,0.2718,0.304,0
0.623,0.4496,0.6835,0.7401,1
0.6188,0.4459,0.6782,0.7229,1
0.1269,0.1399,0.1653,0.2219,0
0.3113,0.3389,0.3874,0.4268,0
0.2456,0.2691,0.3252,0.3504,0
0.13,0.15,0.185,0.2655,0
0.2934,0.3138,0.3474,0.3642,0
0.0599,0.0799,0.0991,0.1855,0
0.074,0.0889,0.1108,0.2022,0
0.0917,0.1099,0.1302,0.2437,0
0.2237,0.2493,0.2757,0.32,0
0.6232,0.4485,0.6793,0.7255,1
0.659,0.4789,0.7308,0.7599,1
0.1953,0.211,0.2333,0.2733,0
0.1522,0.1709,0.2041,0.2549,0
0.1396,0.1472,0.1705,0.2205,0
0.6564,0.4751,0.7254,0.7421,1
0.5937,0.4275,0.6541,0.6436,1
0.6543,0.4761,0.7258,0.7762,1
0.5947,0.428,0.6511,0.662,1
0.2108,0.2335,0.2653,0.2976,0
0.6217,0.4486,0.6787,0.7272,1
0.127,0.1443,0.1694,0.2302,0
0.7105,0.5071,0.7597,0.6934,1
0.0586,0.0707,0.0856,0.164,0
0.1449,0.1548,0.181,0.2555,0
0.5288,0.4579,0.5489,0.4958,1
0.0482,0.0621,0.0787,0.1837,0
0.6517,0.4722,0.7191,0.7692,1
0.6233,0.4489,0.6851,0.7437,1
0.6263,0.4479,0.6824,0.7355,1
0.1603,0.178,0.2053,0.2619,0
0.6018,0.4698,0.6556,0.5792,1
0.1294,0.1477,0.1721,0.2511,0
0.7727,0.5723,0.8389,0.7258,1
0.1582,0.1764,0.2018,0.2596,0
0.1952,0.2089,0.2432,0.2861,0
0.0398,0.0511,0.064,0.1568,0
0.5923,0.426,0.6499,0.5978,1
0.3247,0.353,0.4053,0.4583,0
0.7875,0.5721,0.8768,0.759,1
0.0508,0.0623,0.0761,0.1997,0
0.0401,0.0517,0.0663,0.1688,0
0.1192,0.1409,0.1612,0.2591,0
0.0749,0.0872,0.1121,0.1995,0
0.1593,0.1803,0.2146,0.2732,0
0.5962,0.4273,0.6515,0.6688,1
0.6233,0.4479,0.6801,0.714,1
0.1182,0.1394,0.1725,0.2559,0
0.3102,0.3285,0.3566,0.3726,0
0.592,0.4266,0.6525,0.6257,1
0.7873,0.5728,0.8782,0.7194,1
0.0493,0.0604,0.0769,0.1906,0
0.5959,0.4277,0.6509,0.6404,1
0.1839,0.1908,0.2077,0.2124,0
0.1219,0.1431,0.1699,0.2603,0
0.2462,0.2741,0.3162,0.3558,0
0.6549,0.4764,0.7221,0.7689,1
0.6542,0.4741,0.7227,0.7648,1
0.602,0.4295,0.6496,0.6886,1
0.1382,0.1517,0.1848,0.2329,0
0.6527,0.475,0.7213,0.7579,1
0.6052,0.4314,0.6536,0.7089,1
0.5947,0.4276,0.6503,0.5792,1
0.6598,0.4775,0.7283,0.7495,1
0.0721,0.081,0.1041,0.1972,0
0.0511,0.0615,0.08,0.175,0
0.6461,0.4703,0.7158,0.7431,1
0.6519,0.4722,0.7182,0.6902,1
0.0583,0.0719,0.0879,0.196,0
0.7868,0.573,0.8691,0.7076,1
0.0598,0.0715,0.092,0.1981,0
0.1231,0.147,0.1737,0.2652,0
0.1922,0.2123,0.2518,0.2898,0
0.6559,0.4742,0.7229,0.7419,1
0.1371,0.1563,0.1834,0.2485,0
0.6577,0.4779,0.7285,0.7248,1
0.1034,0.126,0.1529,0.228,0
0.0806,0.0988,0.1197,0.1988,0
0.1589,0.1804,0.2206,0.2775,0
0.0927,0.1145,0.1378,0.2554,0
0.6558,0.4737,0.7227,0.733,1
0.1825,0.2058,0.2444,0.2836,0
0.5916,0.4247,0.6481,0.6849,1
0.6258,0.4467,0.6813,0.6384,1
0.0483,0.0637,0.0808,0.169,0
0.0933,0.1082,0.1298,0.2703,0
0.6359,0.4603,0.6988,0.5812,1
0.1713,0.1857,0.2151,0.2564,0
0.6548,0.4767,0.7243,0.7354,1
0.1104,0.1308,0.1572,0.2655,0
0.621,0.4491,0.6821,0.7026,1
0.072,0.0837,0.1023,0.1879,0
0.6225,0.4483,0.6819,0.7368,1
0.6139,0.4414,0.663,0.713,1
0.6306,0.4566,0.6963,0.5743,1
0.6615,0.4782,0.7278,0.7711,1
0.6472,0.4698,0.7201,0.673,1
0.0665,0.082,0.102,0.2209,0
0.1106,0.1304,0.153,0.244,0
0.1728,0.1996,0.2326,0.2841,0
0.046,0.0565,0.0734,0.1559,0
0.1281,0.1585,0.1866,0.2378,0
0.5267,0.4738,0.529,0.4648,1
0.6446,0.4662,0.7141,0.7323,1
0.0591,0.0678,0.0851,0.2119,0
0.1316,0.1406,0.1591,0.2064,0
0.0785,0.0902,0.1105,0.1772,0
0.0658,0.0828,0.104,0.2336,0
0.5987,0.4304,0.6537,0.6972,1
0.0887,0.1081,0.1271,0.2046,0
0.661,0.4809,0.7297,0.726,1
0.0544,0.0735,0.087,0.1893,0
0.0563,0.0674,0.0868,0.1918,0
0.1515,0.1703,0.1969,0.2949,0
0.1211,0.1396,0.1608,0.2567,0
0.6532,0.4742,0.7232,0.661,1
0.6499,0.4746,0.7218,0.6831,1
0.0373,0.0523,0.0643,0.1465,0
0.0522,0.0594,0.0771,0.1426,0
0.1219,0.1415,0.179,0.2689,0
0.1483,0.177,0.2072,0.2649,0
0.0629,0.0796,0.0977,0.1949,0
0.6227,0.447,0.6791,0.7462,1
0.6625,0.4811,0.7318,0.7308,1
0.6528,0.4739,0.723,0.7075,1
0.4989,0.455,0.5026,0.4935,1
0.6544,0.4744,0.7224,0.7413,1
0.049,0.065,0.0816,0.1659,0
0.6537,0.4759,0.7231,0.6423,1
0.6461,0.468,0.7164,0.7375,1
0.1297,0.1438,0.166,0.2432,0
0.1583,0.1689,0.1922,0.2612,0
0.0976,0.1104,0.138,0.2233,0
0.6497,0.4718,0.7188,0.7534,1
0.1562,0.1721,0.2106,0.3011,0
0.0517,0.0669,0.0854,0.1865,0
0.0941,0.1071,0.1306,0.1908,0
0.6451,0.4699,0.715,0.7675,1
0.6232,0.4492,0.6823,0.7307,1
0.0729,0.0891,0.1107,0.2182,0
0.1547,0.173,0.2037,0.2567,0
0.1502,0.1709,0.2008,0.2521,0
0.6554,0.4773,0.7277,0.7642,1
0.1731,0.1904,0.2223,0.268,0
0.1688,0.1938,0.2305,0.2861,0
0.1037,0.1204,0.1533,0.1906,0
0.0801,0.0941,0.1152,0.2063,0
0.0698,0.0859,0.1071,0.197,0
0.11,0.1296,0.1599,0.2432,0
0.0566,0.0659,0.0835,0.1901,0
0.0733,0.0938,0.1123,0.2035,0
0.1013,0.1198,0.148,0.2403,0
0.057,0.0689,0.0823,0.162,0
0.0723,0.0859,0.1137,0.2073,0
0.6479,0.4689,0.716,0.7465,1
0.0414,0.0528,0.0658,0.1525,0
0.6195,0.4483,0.6807,0.7099,1
0.0624,0.0715,0.0922,0.1678,0
0.6569,0.4765,0.7259,0.7445,1
0.0763,0.0969,0.1179,0.2258,0
0.1293,0.1446,0.174,0.2325,0
0.296,0.3179,0.3404,0.3631,0
0.1771,0.1894,0.2119,0.2192,0
0.6529,0.4735,0.7197,0.7592,1
0.2074,0.2212,0.2601,0.3029,0
0.0689,0.0842,0.1013,0.2068,0
0.595,0.4291,0.6505,0.711,1
0.0526,0.0642,0.0816,0.1585,0
0.7893,0.5747,0.8803,0.7424,1
0.3294,0.3569,0.4008,0.4491,0
0.0794,0.1042,0.123,0.2712,0
0.2846,0.3088,0.3397,0.3642,0
0.6578,0.4754,0.7255,0.749,1
0.1589,0.1699,0.2014,0.2641,0
0.0558,0.0689,0.0836,0.1618,0
0.7741,0.5678,0.8565,0.7183,1
0.5946,0.4266,0.6506,0.6603,1
0.6575,0.4749,0.7231,0.7498,1
0.6477,0.4698,0.714,0.703,1
0.3309,0.3599,0.4033,0.457,0
0.1087,0.1259,0.1496,0.221,0
0.0555,0.0645,0.0798,0.1904,0
0.0484,0.0613,0.0769,0.1677,0
0.0628,0.0696,0.085,0.1212,0
0.66,0.4792,0.7298,0.7299,1
0.1551,0.1672,0.1939,0.2822,0
0.1541,0.1673,0.1886,0.2086,0
0.4673,0.4561,0.4675,0.4118,1
0.1276,0.1496,0.1733,0.2783,0
0.2078,0.235,0.2641,0.3391,0
0.6492,0.4709,0.7178,0.6381,1
0.6517,0.4742,0.7213,0.6915,1
0.1405,0.1671,0.2015,0.2637,0
0.6335,0.4603,0.7011,0.5948,1
0.1432,0.1633,0.1881,0.2586,0
0.2478,0.2678,0.2959,0.3175,0
0.6523,0.4721,0.72,0.7057,1
0.5934,0.426,0.6507,0.6576,1
0.6491,0.4717,0.7199,0.7612,1
0.0691,0.0811,0.0972,0.2457,0
0.1615,0.1808,0.2177,0.2702,0
0.7837,0.5705,0.8801,0.7571,1
0.0792,0.0939,0.1161,0.1979,0
0.1098,0.1217,0.1439,0.1979,0
0.2103,0.2336,0.2675,0.3195,0
0.1483,0.1692,0.1983,0.2421,0
0.6191,0.4465,0.6777,0.7203,1
0.6446,0.4691,0.7152,0.6557,1
0.1187,0.1371,0.1619,0.2214,0
0.0537,0.0643,0.079,0.146,0
0.08,0.0944,0.1184,0.1997,0
0.0638,0.0744,0.0946,0.1887,0
0.0997,0.1157,0.1417,0.2172,0
0.1836,0.2021,0.2341,0.3074,0
0.167,0.1811,0.2012,0.234,0
0.597,0.4297,0.6546,0.6107,1
0.5931,0.4256,0.6515,0.6239,1
0.5929,0.4274,0.6518,0.632,1
0.1423,0.1535,0.1847,0.276,0
0.7848,0.5727,0.8789,0.7375,1
0.5915,0.4255,0.6493,0.5247,1
0.7575,0.5741,0.8052,0.6676,1
0.65,0.4736,0.7207,0.6829,1
0.6568,0.4778,0.7256,0.6464,1
0.6489,0.4691,0.7187,0.7568,1
0.165,0.1806,0.2076,0.2405,0
0.0922,0.105,0.1231,0.1719,0
0.0367,0.0504,0.062,0.1471,0
0.0926,0.1109,0.133,0.253,0
0.1148,0.1329,0.1546,0.2493,0
0.1638,0.1927,0.233,0.2834,0
0.6593,0.478,0.7278,0.7427,1
0.7832,0.5728,0.8755,0.7409,1
0.047,0.0605,0.0746,0.1628,0
0.0735,0.0942,0.1157,0.2207,0
0.6566,0.4768,0.7261,0.6976,1
0.0522,0.0567,0.0752,0.158,0
0.1317,0.146,0.1698,0.2362,0
0.281,0.3019,0.3385,0.3438,0
0.1899,0.2061,0.2521,0.2889,0
0.6391,0.4611,0.6906,0.7047,1
0.0772,0.0875,0.1074,0.1536,0
0.0599,0.0807,0.1007,0.2181,0
0.5965,0.4284,0.6507,0.6492,1
0.0563,0.0692,0.0871,0.1777,0
0.2131,0.2379,0.2722,0.3172,0
0.6455,0.4691,0.7163,0.6894,1
0.2205,0.2445,0.2893,0.3264,0
0.5939,0.4264,0.6518,0.6958,1
0.1117,0.1326,0.1586,0.2342,0
0.6585,0.477,0.7281,0.7602,1
0.6521,0.4735,0.7228,0.7745,1
0.6497,0.4711,0.7168,0.7816,1
0.6241,0.449,0.6816,0.744,1
0.7877,0.5734,0.8733,0.7083,1
0.1203,0.1382,0.1668,0.2413,0
0.6487,0.4708,0.7161,0.7478,1
0.5967,0.4308,0.656,0.709,1
0.5971,0.4312,0.652,0.7781,1
0.6528,0.4748,0.723,0.7531,1
0.5933,0.4263,0.6493,0.6458,1
0.6303,0.4545,0.6845,0.758,1
0.0362,0.051,0.0639,0.1448,0
0.6561,0.4754,0.7251,0.7452,1
0.5918,0.4274,0.651,0.6937,1
0.1714,0.1843,0.2154,0.2384,0
0.116,0.1373,0.162,0.2481,0
0.05,0.0633,0.0774,0.1714,0
0.1687,0.1885,0.2245,0.2566,0
0.6581,0.4769,0.728,0.7453,1
0.0846,0.0964,0.1201,0.1718,0
0.1816,0.1933,0.2253,0.2539,0
0.0802,0.0975,0.1196,0.2098,0
0.6477,0.4685,0.7168,0.7592,1
0.656,0.4758,0.7232,0.754,1
0.0457,0.0577,0.073,0.1529,0
0.2949,0.3196,0.3523,0.3594,0
0.0676,0.0841,0.1046,0.192,0
0.5948,0.4276,0.653,0.7062,1
0.5942,0.4276,0.6491,0.6663,1
0.2734,0.2995,0.3262,0.3475,0
0.788,0.5738,0.8797,0.7077,1
0.1577,0.1746,0.1904,0.2438,0
0.2455,0.2526,0.2947,0.3104,0
0.1582,0.1799,0.2148,0.2653,0
0.6369,0.4589,0.6884,0.6442,1
0.0488,0.0629,0.0767,0.1826,0
0.2518,0.2745,0.3046,0.3307,0
0.0448,0.0576,0.0719,0.1727,0
0.6518,0.4719,0.7227,0.6856,1
0.0547,0.0664,0.0847,0.1953,0
0.186,0.2082,0.2425,0.2808,0
0.5914,0.4263,0.6503,0.6386,1
0.056,0.0697,0.0859,0.2194,0
0.3197,0.3403,0.3764,0.3967,0
0.1934,0.2123,0.2375,0.2801,0
0.177,0.2014,0.2359,0.2791,0
0.0926,0.1064,0.1275,0.2272,0
0.653,0.4727,0.7202,0.6809,1
0.6508,0.4725,0.7204,0.6868,1
0.0939,0.1141,0.1288,0.2092,0
0.1259,0.1466,0.1801,0.2477,0
0.6238,0.4486,0.6853,0.7004,1
0.6239,0.45,0.6823,0.7315,1
0.1576,0.1805,0.2122,0.2696,0
0.0692,0.0772,0.0959,0.1479,0
0.3476,0.3719,0.4138,0.4626,0
0.6527,0.4747,0.7237,0.6981,1
0.6597,0.4774,0.7273,0.7737,1
0.6533,0.4752,0.725,0.7716,1
0.2153,0.2346,0.2695,0.2976,0
0.595,0.4283,0.6509,0.7139,1
0.6574,0.4749,0.7287,0.7676,1
0.6519,0.4743,0.7254,0.6388,1
0.1221,0.1369,0.1609,0.2699,0
0.658,0.4757,0.7246,0.7751,1
0.6215,0.4465,0.6797,0.7226,1
0.0617,0.0731,0.0953,0.1872,0
0.3033,0.3242,0.3511,0.3676,0
0.1677,0.1739,0.1958,0.2317,0
0.1216,0.1396,0.1615,0.2425,0
0.1272,0.138,0.1598,0.2276,0
0.6244,0.4493,0.684,0.737,1
0.642,0.4597,0.6865,0.6171,1
0.6634,0.4807,0.7317,0.7507,1
0.6333,0.4543,0.6857,0.7278,1
0.0482,0.0575,0.0697,0.1512,0
0.7781,0.5595,0.8313,0.7363,1
0.1108,0.1299,0.1584,0.2249,0
0.6027,0.4309,0.6494,0.724,1
0.5933,0.4263,0.6503,0.6336,1
0.104,0.1247,0.1487,0.2506,0
0.1433,0.1588,0.1871,0.2605,0
0.134,0.1453,0.1531,0.1808,0
0.1788,0.1958,0.2312,0.2736,0
0.1823,0.2052,0.2484,0.3053,0
0.1251,0.1371,0.1673,0.2471,0
0.6464,0.4683,0.7175,0.7303,1
0.6518,0.4731,0.7228,0.7012,1
0.1612,0.1859,0.2333,0.2717,0
0.0976,0.1105,0.1401,0.2012,0
0.1146,0.1331,0.1629,0.2578,0
0.5957,0.4269,0.6517,0.7251,1
0.7043,0.5054,0.7307,0.6515,1
0.1601,0.1791,0.2074,0.2481,0
0.0301,0.0419,0.0552,0.1274,0
0.1341,0.152,0.1716,0.2669,0
0.638,0.4622,0.6954,0.6948,1
0.5926,0.4247,0.6501,0.6371,1
0.6424,0.4616,0.6951,0.7302,1
0.1227,0.1359,0.1599,0.2328,0
0.1541,0.1735,0.2037,0.2903,0
0.6611,0.4786,0.7307,0.7458,1
0.6558,0.4743,0.7264,0.6875,1
0.6376,0.4609,0.6908,0.6736,1
0.0352,0.0496,0.067,0.1301,0
0.7816,0.5694,0.8712,0.7192,1
0.6507,0.4728,0.7185,0.6949,1
0.0427,0.0564,0.0741,0.1553,0
0.654,0.4728,0.7228,0.5565,1
0.0621,0.08,0.0943,0.2231,0
0.6538,0.4732,0.7193,0.7742,1
0.5969,0.4273,0.6484,0.6347,1
0.064,0.0757,0.094,0.1914,0
0.6541,0.4735,0.7238,0.6923,1
0.0627,0.0744,0.0928,0.1733,0
0.052,0.0656,0.0846,0.1705,0
0.5949,0.4277,0.652,0.6346,1
0.6394,0.4594,0.6908,0.6833,1
0.2406,0.2585,0.2824,0.3166,0
0.0686,0.0894,0.105,0.2335,0
0.328,0.3557,0.3963,0.4439,0
0.0562,0.0684,0.0846,0.1709,0
0.0471,0.0615,0.0755,0.1629,0
0.0519,0.064,0.08,0.1971,0
0.6567,0.475,0.7279,0.7613,1
0.2032,0.2314,0.2762,0.296,0
